Date,Company,Symbol,Sector,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Upper,BB_Middle,BB_Lower,NIFTY_50,NIFTY_BANK,NIFTY_IT,NIFTY_AUTO,NIFTY_PHARMA,Price_Change,Price_Change_Abs,High_Low_Ratio,Volume_MA_5,Volume_Ratio,DayOfWeek,Month,Quarter
2025-05-07,Infosys,INFY.NS,IT Services,1544.23,1544.23,1502.44,1527.22,4291189,1527.22,1527.22,1527.22,1541.19,1542.05,-0.8556,-0.3313,-0.5243,50.0,1613.17,1527.22,1441.27,19045.82,43047.66,31138.4,15423.04,13447.23,-0.011015198513174895,0.011015198513174895,1.0278147546657437,,,2,5,2
2025-05-07,Reliance Industries,RELIANCE.NS,Oil & Gas,2885.02,2952.96,2870.9,2900.8,3674702,2900.8,2900.8,2900.8,2900.56,2900.78,-0.2125,0.0034,-0.2159,50.0,3204.24,2900.8,2597.36,19045.82,43047.66,31138.4,15423.04,13447.23,0.0054696327928402955,0.0054696327928402955,1.028583371068306,,,2,5,2
2025-05-07,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1398.83,1404.86,1392.68,1401.32,4199669,1401.32,1401.32,1401.32,1401.49,1401.59,-0.0991,-0.0623,-0.0368,50.0,1559.05,1401.32,1243.59,19045.82,43047.66,31138.4,15423.04,13447.23,0.0017800590493484147,0.0017800590493484147,1.0087457276617744,,,2,5,2
2025-05-07,Tata Motors,TATAMOTORS.NS,Automobile,959.7,965.79,932.14,949.28,2478072,949.28,949.28,949.28,950.93,950.59,0.3354,0.3331,0.0023,50.0,1053.21,949.28,845.35,19045.82,43047.66,31138.4,15423.04,13447.23,-0.010857559654058657,0.010857559654058657,1.0360997275087434,,,2,5,2
2025-05-08,HDFC Bank,HDFCBANK.NS,Banking,1653.73,1669.8,1646.75,1648.86,2659075,1638.67,1648.86,1648.86,1640.92,1639.72,1.1956,0.6717,0.5239,50.0,1722.83,1648.86,1574.89,19027.36,42888.8,31261.74,15133.46,13436.49,-0.002944857987700611,0.002944857987700611,1.01399726734477,3557508.2,0.7474543558325459,3,5,2
2025-05-08,Infosys,INFY.NS,IT Services,1527.22,1550.63,1501.33,1530.38,1663545,1540.28,1530.38,1530.38,1538.26,1539.34,-1.0875,-0.5563,-0.5312,50.0,1616.33,1530.38,1444.43,19027.36,42888.8,31261.74,15133.46,13436.49,0.0020691190529198433,0.0020691190529198433,1.0328375507050416,2767894.4,0.6010146196328877,3,5,2
2025-05-08,Reliance Industries,RELIANCE.NS,Oil & Gas,2900.8,2972.99,2889.35,2926.39,4533788,2906.03,2926.39,2926.39,2907.58,2906.72,0.8645,0.2595,0.6049,50.0,3229.83,2926.39,2622.95,19027.36,42888.8,31261.74,15133.46,13436.49,0.00882170435741858,0.00882170435741858,1.028947687196082,3555926.0,1.2749950364546394,3,5,2
2025-05-08,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1401.32,1433.02,1401.32,1415.35,3076096,1404.42,1415.35,1415.35,1405.26,1404.78,0.4752,0.0976,0.3776,50.0,1573.08,1415.35,1257.62,19027.36,42888.8,31261.74,15133.46,13436.49,0.010011988696371876,0.010011988696371876,1.0226215282733424,3711164.8,0.8288761523066829,3,5,2
2025-05-08,Tata Motors,TATAMOTORS.NS,Automobile,949.28,949.28,914.64,929.05,5997758,946.02,929.05,929.05,944.99,945.6,-0.6131,0.0516,-0.6647,50.0,1032.98,929.05,825.12,19027.36,42888.8,31261.74,15133.46,13436.49,-0.021310888252148996,0.021310888252148996,1.0378728242805912,3585635.2,1.6727184070482128,3,5,2
2025-05-09,HDFC Bank,HDFCBANK.NS,Banking,1648.86,1659.98,1641.74,1642.43,2496858,1642.38,1642.43,1642.43,1641.29,1640.27,1.0207,0.7663,0.2544,50.0,1716.4,1642.43,1568.46,18975.1,42572.07,31193.81,14884.01,13488.22,-0.0038996640102857416,0.0038996640102857416,1.0111101636069049,3137602.2,0.7957853930622563,4,5,2
2025-05-09,Infosys,INFY.NS,IT Services,1530.38,1542.63,1530.38,1540.51,6285303,1538.49,1540.51,1540.51,1538.8,1539.58,-0.7733,-0.6151,-0.1582,50.0,1626.46,1540.51,1454.56,18975.1,42572.07,31193.81,14884.01,13488.22,0.006619271030724239,0.006619271030724239,1.0080045478900665,3624653.0,1.7340426793957933,4,5,2
2025-05-09,Reliance Industries,RELIANCE.NS,Oil & Gas,2926.39,2996.48,2926.02,2945.77,4320851,2916.68,2945.77,2945.77,2916.86,2914.54,2.3243,0.8192,1.5051,50.0,3249.21,2945.77,2642.33,18975.1,42572.07,31193.81,14884.01,13488.22,0.006622493925963369,0.006622493925963369,1.0240804915892578,3258944.0,1.3258438929911038,4,5,2
2025-05-09,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1415.35,1429.62,1385.26,1413.08,4036421,1406.48,1413.08,1413.08,1407.16,1406.45,0.7145,0.2648,0.4497,50.0,1570.81,1413.08,1255.35,18975.1,42572.07,31193.81,14884.01,13488.22,-0.0016038435722612876,0.0016038435722612876,1.0320228693530455,3208883.4,1.2578895824011556,4,5,2
2025-05-09,Tata Motors,TATAMOTORS.NS,Automobile,929.05,941.89,929.05,937.41,3341065,945.54,937.41,937.41,943.14,943.96,-0.8142,-0.1831,-0.6311,50.0,1041.34,937.41,833.48,18975.1,42572.07,31193.81,14884.01,13488.22,0.008998439265916813,0.008998439265916813,1.0138205693988482,3443936.4,0.9701297039051012,4,5,2
2025-05-10,HDFC Bank,HDFCBANK.NS,Banking,1642.43,1650.77,1624.53,1642.73,2170458,1643.93,1642.73,1642.73,1641.61,1640.7,0.9046,0.8013,0.1033,50.0,1716.7,1642.73,1568.76,19059.99,42617.33,31394.59,14927.12,13312.12,0.0001826561862605658,0.0001826561862605658,1.0161523640683767,3183289.6,0.6818286341274133,5,5,2
2025-05-10,Infosys,INFY.NS,IT Services,1540.51,1540.51,1510.63,1518.17,5188968,1532.1,1518.17,1518.17,1534.2,1535.77,-1.5705,-0.8569,-0.7136,50.0,1604.12,1518.17,1432.22,19059.99,42617.33,31394.59,14927.12,13312.12,-0.014501690998435568,0.014501690998435568,1.0197798269596128,4391317.4,1.181642666048234,5,5,2
2025-05-10,Reliance Industries,RELIANCE.NS,Oil & Gas,2945.77,3027.96,2925.79,2974.48,2096382,2926.49,2974.48,2974.48,2929.72,2925.2,4.5211,1.7561,2.7651,50.0,3277.92,2974.48,2671.04,19059.99,42617.33,31394.59,14927.12,13312.12,0.00974617841854597,0.00974617841854597,1.034920483014844,3276108.4,0.6399000716826098,5,5,2
2025-05-10,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1413.08,1451.43,1413.08,1431.05,6346277,1411.93,1431.05,1431.05,1412.49,1410.82,1.6696,0.6203,1.0493,50.0,1588.78,1431.05,1273.32,19059.99,42617.33,31394.59,14927.12,13312.12,0.012716902086223003,0.012716902086223003,1.0271392985535144,3868750.0,1.6403947011308562,5,5,2
2025-05-10,Tata Motors,TATAMOTORS.NS,Automobile,937.41,947.46,925.18,940.26,4117070,943.14,940.26,940.26,942.5,943.3,-0.8,-0.3392,-0.4608,50.0,1044.19,940.26,836.33,19059.99,42617.33,31394.59,14927.12,13312.12,0.0030402918680194624,0.0030402918680194624,1.0240818002983205,3483005.4,1.1820452532172359,5,5,2
2025-05-11,HDFC Bank,HDFCBANK.NS,Banking,1642.73,1642.73,1600.84,1619.9,2952489,1641.53,1619.9,1619.9,1637.08,1637.35,-0.2736,0.543,-0.8166,50.0,1693.87,1619.9,1545.93,19176.27,43165.22,31959.7,15008.11,13187.83,-0.013897597292312103,0.013897597292312103,1.0261675120561706,3526935.4,0.8371259082318321,6,5,2
2025-05-11,Infosys,INFY.NS,IT Services,1518.17,1523.16,1505.77,1522.77,2055032,1527.81,1522.77,1522.77,1531.81,1533.68,-1.861,-1.0982,-0.7628,50.0,1608.72,1522.77,1436.82,19176.27,43165.22,31959.7,15008.11,13187.83,0.0030299637063042617,0.0030299637063042617,1.0115489085318476,3896807.4,0.5273629895077699,6,5,2
2025-05-11,Reliance Industries,RELIANCE.NS,Oil & Gas,2974.48,2980.66,2923.6,2968.19,1513349,2943.13,2968.19,2968.19,2937.75,2932.13,5.6223,2.6852,2.9371,50.0,3271.63,2968.19,2664.75,19176.27,43165.22,31959.7,15008.11,13187.83,-0.0021146553347139996,0.0021146553347139996,1.0195170337939528,3227814.4,0.4688463500255777,6,5,2
2025-05-11,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1431.05,1452.83,1431.05,1441.85,5312717,1420.53,1441.85,1441.85,1418.62,1415.82,2.7969,1.1434,1.6535,50.0,1599.58,1441.85,1284.12,19176.27,43165.22,31959.7,15008.11,13187.83,0.0075469061178854435,0.0075469061178854435,1.0152195940044024,4594236.0,1.1563874820535993,6,5,2
2025-05-11,Tata Motors,TATAMOTORS.NS,Automobile,940.26,987.57,940.26,970.95,9275510,945.39,970.95,970.95,948.44,947.76,0.6819,-0.0938,0.7757,50.0,1074.88,970.95,867.02,19176.27,43165.22,31959.7,15008.11,13187.83,0.03263990811052264,0.03263990811052264,1.050315870078489,5041895.0,1.8396872604447336,6,5,2
2025-05-12,HDFC Bank,HDFCBANK.NS,Banking,1619.9,1619.9,1607.61,1607.84,6159709,1632.35,1607.84,1607.84,1631.29,1632.98,-1.6837,0.0286,-1.7123,50.0,1681.81,1607.84,1533.87,19188.83,43279.03,31922.95,14761.18,13057.29,-0.007444904006420283,0.007444904006420283,1.0076448889967096,3287717.8,1.873551616869307,0,5,2
2025-05-12,Infosys,INFY.NS,IT Services,1522.77,1561.14,1522.77,1548.13,2150060,1531.99,1548.13,1548.13,1535.04,1535.82,-0.7757,-1.0237,0.248,50.0,1634.08,1548.13,1462.18,19188.83,43279.03,31922.95,14761.18,13057.29,0.016653861055839103,0.016653861055839103,1.0251975019208417,3468581.6,0.6198672102740785,0,5,2
2025-05-12,Reliance Industries,RELIANCE.NS,Oil & Gas,2968.19,2968.19,2906.54,2946.18,4512775,2952.2,2946.18,2946.18,2939.42,2934.21,5.2073,3.2678,1.9395,50.0,3249.62,2946.18,2642.74,19188.83,43279.03,31922.95,14761.18,13057.29,-0.007415293495362518,0.007415293495362518,1.021210786708595,3395429.0,1.3290735868722332,0,5,2
2025-05-12,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1441.85,1464.22,1419.57,1446.93,1235065,1429.65,1446.93,1446.93,1424.22,1420.43,3.787,1.7541,2.0329,50.0,1604.66,1446.93,1289.2,19188.83,43279.03,31922.95,14761.18,13057.29,0.003523251378437564,0.003523251378437564,1.031453186528315,4001315.2,0.3086647610265745,0,5,2
2025-05-12,Tata Motors,TATAMOTORS.NS,Automobile,970.95,981.53,969.83,973.53,3259891,950.24,973.53,973.53,953.4,951.58,1.8258,0.3496,1.4762,50.0,1077.46,973.53,869.6,19188.83,43279.03,31922.95,14761.18,13057.29,0.002657191410474269,0.002657191410474269,1.0120639699741192,5198258.8,0.6271121014598197,0,5,2
2025-05-13,HDFC Bank,HDFCBANK.NS,Banking,1607.84,1623.96,1571.88,1594.45,2079084,1621.47,1630.07,1594.45,1624.31,1627.66,-3.3492,-0.7282,-2.621,50.0,1668.42,1594.45,1520.48,19368.83,43197.61,31633.04,14900.97,13074.22,-0.008327943078913269,0.008327943078913269,1.0331323001755859,3171719.6,0.6555068739367754,1,5,2
2025-05-13,Infosys,INFY.NS,IT Services,1548.13,1583.18,1548.13,1567.81,3324231,1539.48,1539.88,1567.81,1541.25,1540.23,1.0192,-0.5659,1.5852,50.0,1653.76,1567.81,1481.86,19368.83,43197.61,31633.04,14900.97,13074.22,0.012712110740054072,0.012712110740054072,1.0226402175527896,3800718.8,0.874632187995597,1,5,2
2025-05-13,Reliance Industries,RELIANCE.NS,Oil & Gas,2946.18,2946.18,2920.06,2933.24,2353680,2953.57,2929.8,2933.24,2938.25,2934.08,4.1706,3.4701,0.7005,50.0,3236.68,2933.24,2629.8,19368.83,43197.61,31633.04,14900.97,13074.22,-0.004392128111656457,0.004392128111656457,1.0089450216776368,2959407.4,0.7953213876534877,1,5,2
2025-05-13,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1446.93,1458.6,1427.8,1450.05,1262010,1436.59,1420.5,1450.05,1429.11,1424.52,4.595,2.3906,2.2044,50.0,1607.78,1450.05,1292.32,19368.83,43197.61,31633.04,14900.97,13074.22,0.002156289523335575,0.002156289523335575,1.0215716486902928,3638498.0,0.3468491668814989,1,5,2
2025-05-13,Tata Motors,TATAMOTORS.NS,Automobile,973.53,986.6,973.53,980.36,4494539,960.5,953.26,980.36,958.51,955.55,2.9625,0.9351,2.0274,50.0,1084.29,980.36,876.43,19368.83,43197.61,31633.04,14900.97,13074.22,0.007015705730691435,0.007015705730691435,1.0134253695314988,4897615.0,0.917699533344291,1,5,2
2025-05-14,HDFC Bank,HDFCBANK.NS,Banking,1594.45,1634.95,1594.45,1612.75,6651070,1615.53,1628.96,1612.75,1622.2,1625.73,-3.5308,-1.3414,-2.1894,50.0,1686.72,1612.75,1538.78,19231.88,43102.95,31966.15,14827.1,13265.23,0.011477311925742306,0.011477311925742306,1.0254006083602496,4002562.0,1.6617031791137775,2,5,2
2025-05-14,Infosys,INFY.NS,IT Services,1567.81,1618.84,1567.81,1604.92,5258822,1552.36,1545.42,1604.92,1552.9,1548.62,4.279,0.4941,3.7849,50.0,1690.87,1604.92,1518.97,19231.88,43102.95,31966.15,14827.1,13265.23,0.023669960007909108,0.023669960007909108,1.032548586882339,3595422.6,1.4626436402775016,2,5,2
2025-05-14,Reliance Industries,RELIANCE.NS,Oil & Gas,2933.24,3038.58,2933.24,2991.9,6734823,2962.8,2939.74,2991.9,2948.06,2941.58,6.4881,4.1304,2.3577,50.0,3295.34,2991.9,2688.46,19231.88,43102.95,31966.15,14827.1,13265.23,0.019998363584295964,0.019998363584295964,1.035912506307019,3442201.8,1.956545081116395,2,5,2
2025-05-14,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1450.05,1461.01,1424.28,1446.39,5412239,1443.25,1424.87,1446.39,1432.28,1427.36,4.9194,2.9439,1.9755,50.0,1604.12,1446.39,1288.66,19231.88,43102.95,31966.15,14827.1,13265.23,-0.002524050894796681,0.002524050894796681,1.0257884685595529,3913661.6,1.3829092939461092,2,5,2
2025-05-14,Tata Motors,TATAMOTORS.NS,Automobile,980.36,980.36,956.49,971.17,3982082,967.25,956.4,971.17,960.83,957.57,3.2527,1.4421,1.8105,50.0,1075.1,971.17,867.24,19231.88,43102.95,31966.15,14827.1,13265.23,-0.00937410747072509,0.00937410747072509,1.02495582807975,5025818.4,0.7923250867958141,2,5,2
2025-05-15,HDFC Bank,HDFCBANK.NS,Banking,1612.75,1618.71,1609.46,1611.63,4245240,1609.31,1626.62,1611.63,1620.32,1624.0,-3.6774,-1.8431,-1.8343,50.0,1685.6,1611.63,1537.66,19210.41,42578.25,31933.09,14851.37,13514.44,-0.0006944659742674775,0.0006944659742674775,1.0057472692704386,4417518.4,0.9610010905670477,3,5,2
2025-05-15,Infosys,INFY.NS,IT Services,1604.92,1614.38,1577.9,1602.77,2668413,1569.28,1550.69,1602.77,1561.77,1555.28,6.4926,1.7823,4.7103,50.0,1688.72,1602.77,1516.82,19210.41,42578.25,31933.09,14851.37,13514.44,-0.0013396306357950083,0.0013396306357950083,1.023119335826098,3091311.6,0.8631976795868782,3,5,2
2025-05-15,Reliance Industries,RELIANCE.NS,Oil & Gas,2991.9,3059.86,2991.9,3006.69,2837135,2969.24,2947.87,3006.69,2958.49,2949.58,8.9114,5.1572,3.7542,50.0,3310.13,3006.69,2703.25,19210.41,42578.25,31933.09,14851.37,13514.44,0.0049433470369999455,0.0049433470369999455,1.022714662923226,3590352.4,0.79021073251751,3,5,2
2025-05-15,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1446.39,1486.96,1446.39,1474.28,5156180,1451.9,1431.91,1474.28,1439.74,1433.12,6.6224,3.7339,2.8885,50.0,1632.01,1474.28,1316.55,19210.41,42578.25,31933.09,14851.37,13514.44,0.01928248950836209,0.01928248950836209,1.028049143038876,3675642.2,1.4027970404736347,3,5,2
2025-05-15,Tata Motors,TATAMOTORS.NS,Automobile,971.17,1015.12,971.17,996.91,8128243,978.58,960.86,996.91,967.24,962.41,4.8351,2.1708,2.6643,50.0,1100.84,996.91,892.98,19210.41,42578.25,31933.09,14851.37,13514.44,0.026504113594942202,0.026504113594942202,1.045254692793229,5828053.0,1.3946755460185416,3,5,2
2025-05-16,HDFC Bank,HDFCBANK.NS,Banking,1611.63,1615.65,1604.23,1605.24,6032823,1606.38,1623.96,1605.24,1617.7,1621.8,-4.0983,-2.3204,-1.7779,50.0,1679.21,1605.24,1531.27,19125.83,42877.73,31294.43,15103.51,13588.01,-0.003964929915675541,0.003964929915675541,1.007118679989777,5033585.2,1.1985141326305553,4,5,2
2025-05-16,Infosys,INFY.NS,IT Services,1602.77,1645.11,1602.77,1616.29,2496926,1587.98,1557.9,1616.29,1571.23,1562.42,8.8119,3.27,5.5418,50.0,1702.24,1616.29,1530.34,19125.83,42877.73,31294.43,15103.51,13588.01,0.008435396220293656,0.008435396220293656,1.0264167659739076,3179690.4,0.7852733083698966,4,5,2
2025-05-16,Reliance Industries,RELIANCE.NS,Oil & Gas,3006.69,3021.24,2982.2,2996.88,1922622,2974.98,2959.05,2996.88,2965.15,2955.12,10.0362,6.1897,3.8464,50.0,3300.32,2996.88,2693.44,19125.83,42877.73,31294.43,15103.51,13588.01,-0.003262724125200789,0.003262724125200789,1.0130910066393937,3672207.0,0.5235603548492773,4,5,2
2025-05-16,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1474.28,1494.84,1467.97,1471.5,2471915,1457.83,1439.18,1471.5,1445.26,1437.62,7.6404,4.5606,3.0798,50.0,1629.23,1471.5,1313.77,19125.83,42877.73,31294.43,15103.51,13588.01,-0.0018856662235124944,0.0018856662235124944,1.0183041887776998,3107481.8,0.7954720764575355,4,5,2
2025-05-16,Tata Motors,TATAMOTORS.NS,Automobile,996.91,1025.43,996.91,1017.67,2185510,987.93,966.66,1017.67,976.0,968.88,7.1173,3.2177,3.8996,50.0,1121.6,1017.67,913.74,19125.83,42877.73,31294.43,15103.51,13588.01,0.020824347232949902,0.020824347232949902,1.0286083999558637,4410053.0,0.49557454298168296,4,5,2
2025-05-17,HDFC Bank,HDFCBANK.NS,Banking,1605.24,1616.11,1581.13,1591.65,5179340,1603.14,1617.75,1591.65,1613.26,1618.41,-5.1478,-2.9119,-2.2359,38.08,1665.62,1591.65,1517.68,18903.52,42855.82,31547.42,15246.82,13646.36,-0.008466023772146225,0.008466023772146225,1.0221234180617658,4837511.4,1.0706620763725745,5,5,2
2025-05-17,Infosys,INFY.NS,IT Services,1616.29,1616.29,1572.44,1601.54,4309734,1598.67,1565.33,1601.54,1576.39,1566.82,9.5785,4.5898,4.9888,64.76,1687.49,1601.54,1515.59,18903.52,42855.82,31547.42,15246.82,13646.36,-0.009125837566278383,0.009125837566278383,1.0278865966268982,3611625.2,1.193294918863674,5,5,2
2025-05-17,Reliance Industries,RELIANCE.NS,Oil & Gas,2996.88,3032.95,2967.29,2995.76,5072320,2984.89,2968.55,2995.76,2970.36,2959.68,10.6829,7.1297,3.5531,67.9,3299.2,2995.76,2692.32,18903.52,42855.82,31547.42,15246.82,13646.36,-0.0003737220042177025,0.0003737220042177025,1.0221279349170456,3784116.0,1.3404240250563144,5,5,2
2025-05-17,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1471.5,1494.19,1471.5,1490.78,2735084,1466.6,1448.13,1490.78,1453.01,1443.59,9.4206,5.5774,3.8433,88.14,1648.51,1490.78,1333.05,18903.52,42855.82,31547.42,15246.82,13646.36,0.01310227658851515,0.01310227658851515,1.0154196398233095,3407485.6,0.8026692761372197,5,5,2
2025-05-17,Tata Motors,TATAMOTORS.NS,Automobile,1017.67,1024.74,1002.13,1004.88,2771042,994.2,972.22,1004.88,980.92,972.92,7.9918,4.2164,3.7754,69.1,1108.81,1004.88,900.95,18903.52,42855.82,31547.42,15246.82,13646.36,-0.012567924769326,0.012567924769326,1.0225619430612796,4312283.2,0.6425927684897875,5,5,2
2025-05-18,HDFC Bank,HDFCBANK.NS,Banking,1591.65,1591.65,1567.71,1584.0,1774476,1601.05,1611.26,1584.0,1608.36,1614.69,-6.3275,-3.6199,-2.7076,36.04,1657.97,1584.0,1510.03,18895.59,42799.38,31391.46,15205.48,13441.89,-0.004806333050607958,0.004806333050607958,1.0152706814398071,4776589.8,0.371494324256188,6,5,2
2025-05-18,Infosys,INFY.NS,IT Services,1601.54,1621.87,1601.54,1616.92,3625594,1608.49,1573.98,1616.92,1583.18,1572.24,10.9472,5.9076,5.0396,67.59,1702.87,1616.92,1530.97,18895.59,42799.38,31391.46,15205.48,13441.89,0.009603256865267307,0.009603256865267307,1.0126940319942055,3671897.8,0.9873896817062828,6,5,2
2025-05-18,Reliance Industries,RELIANCE.NS,Oil & Gas,2995.76,2995.76,2927.29,2977.9,3345049,2993.83,2973.7,2977.9,2971.63,2961.65,9.9744,7.7194,2.255,63.94,3281.34,2977.9,2674.46,18895.59,42799.38,31391.46,15205.48,13441.89,-0.005961759286458257,0.005961759286458257,1.023390234653895,3982389.8,0.8399602168527049,6,5,2
2025-05-18,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1490.78,1505.16,1472.91,1485.71,5204399,1473.73,1455.16,1485.71,1458.49,1448.14,10.3421,6.5651,3.777,84.43,1643.44,1485.71,1327.98,18895.59,42799.38,31391.46,15205.48,13441.89,-0.003400904224634016,0.003400904224634016,1.0218954314927593,4195963.4,1.2403346988202995,6,5,2
